T25,CO2 emission estimates,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
520,Nauru,1995,Emissions (thousand metric tons of carbon dioxide),106,,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
520,Nauru,2005,Emissions (thousand metric tons of carbon dioxide),62,,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
520,Nauru,2010,Emissions (thousand metric tons of carbon dioxide),44,,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
520,Nauru,2012,Emissions (thousand metric tons of carbon dioxide),40,,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
520,Nauru,2013,Emissions (thousand metric tons of carbon dioxide),44,,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
520,Nauru,2014,Emissions (thousand metric tons of carbon dioxide),48,,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
520,Nauru,1975,Emissions per capita (metric tons of carbon dioxide),14.8,,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
520,Nauru,1985,Emissions per capita (metric tons of carbon dioxide),15.4,,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
520,Nauru,1995,Emissions per capita (metric tons of carbon dioxide),10.8,,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
520,Nauru,2005,Emissions per capita (metric tons of carbon dioxide),6.1,,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
520,Nauru,2010,Emissions per capita (metric tons of carbon dioxide),4.3,,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
520,Nauru,2012,Emissions per capita (metric tons of carbon dioxide),4,,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
520,Nauru,2013,Emissions per capita (metric tons of carbon dioxide),4.3,,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
520,Nauru,2014,Emissions per capita (metric tons of carbon dioxide),4.8,,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
524,Nepal,1975,Emissions (thousand metric tons of carbon dioxide),352,,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
524,Nepal,1985,Emissions (thousand metric tons of carbon dioxide),678,,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
524,Nepal,1995,Emissions (thousand metric tons of carbon dioxide),"2,035",,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
524,Nepal,2005,Emissions (thousand metric tons of carbon dioxide),"3,084",,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
524,Nepal,2010,Emissions (thousand metric tons of carbon dioxide),"5,057",,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
524,Nepal,2012,Emissions (thousand metric tons of carbon dioxide),"5,856",,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
524,Nepal,2013,Emissions (thousand metric tons of carbon dioxide),"6,637",,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
524,Nepal,2014,Emissions (thousand metric tons of carbon dioxide),"8,031",,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
524,Nepal,1975,Emissions per capita (metric tons of carbon dioxide),0,,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
524,Nepal,1985,Emissions per capita (metric tons of carbon dioxide),0,,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
524,Nepal,1995,Emissions per capita (metric tons of carbon dioxide),0.1,,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
524,Nepal,2005,Emissions per capita (metric tons of carbon dioxide),0.1,,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
524,Nepal,2010,Emissions per capita (metric tons of carbon dioxide),0.2,,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
524,Nepal,2012,Emissions per capita (metric tons of carbon dioxide),0.2,,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
524,Nepal,2013,Emissions per capita (metric tons of carbon dioxide),0.3,,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
524,Nepal,2014,Emissions per capita (metric tons of carbon dioxide),0.3,,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
528,Netherlands,1975,Emissions (thousand metric tons of carbon dioxide),"153,020",,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
528,Netherlands,1985,Emissions (thousand metric tons of carbon dioxide),"147,949",,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
528,Netherlands,1995,Emissions (thousand metric tons of carbon dioxide),"178,634",,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
528,Netherlands,2005,Emissions (thousand metric tons of carbon dioxide),"181,480",,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
528,Netherlands,2010,Emissions (thousand metric tons of carbon dioxide),"183,053",,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
528,Netherlands,2012,Emissions (thousand metric tons of carbon dioxide),"170,310",,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
528,Netherlands,2013,Emissions (thousand metric tons of carbon dioxide),"173,255",,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
528,Netherlands,2014,Emissions (thousand metric tons of carbon dioxide),"167,303",,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
528,Netherlands,1975,Emissions per capita (metric tons of carbon dioxide),11.3,,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
528,Netherlands,1985,Emissions per capita (metric tons of carbon dioxide),10.2,,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
528,Netherlands,1995,Emissions per capita (metric tons of carbon dioxide),11.6,,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
528,Netherlands,2005,Emissions per capita (metric tons of carbon dioxide),11.1,,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
528,Netherlands,2010,Emissions per capita (metric tons of carbon dioxide),11,,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
528,Netherlands,2012,Emissions per capita (metric tons of carbon dioxide),10.2,,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
528,Netherlands,2013,Emissions per capita (metric tons of carbon dioxide),10.3,,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
528,Netherlands,2014,Emissions per capita (metric tons of carbon dioxide),9.9,,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
530,Netherlands Antilles [former],1995,Emissions (thousand metric tons of carbon dioxide),"5,225",,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
530,Netherlands Antilles [former],2005,Emissions (thousand metric tons of carbon dioxide),"5,735",,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
530,Netherlands Antilles [former],2010,Emissions (thousand metric tons of carbon dioxide),"4,562",,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
530,Netherlands Antilles [former],1995,Emissions per capita (metric tons of carbon dioxide),27.5,,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
530,Netherlands Antilles [former],2005,Emissions per capita (metric tons of carbon dioxide),30.8,,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
530,Netherlands Antilles [former],2010,Emissions per capita (metric tons of carbon dioxide),22,,"Carbon Dioxide Information Analysis Center (CDIAC) of the Oak Ridge National Laboratory, Oak Ridge, Tennessee, U.S.A., database on national CO2 emission estimates, last accessed March 2017."
